Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
790203 Issue 1 — HCO Bulletin — Change the Civilization Eval  [B173-005].txt,5.57%,0.86%,1168,Ungeeignet,65,10,7068
691105 Issue 4 — HCO Bulletin — Re - LX3 (Attitudes)  [B009-158].txt,8.42%,5.26%,95,Ungeeignet,8,5,563
801104 — HCO Bulletin — PRD Confessional List  [B082-055].txt,4.02%,0.19%,1044,Geeignet,42,2,6275
660816 — HCO Bulletin — List L4 S & D  [B068-009].txt,9.09%,0.87%,231,Ungeeignet,21,2,1474
720410 — HCO Bulletin — Prepchecks  [B012-081].txt,2.20%,1.32%,227,Geeignet,5,3,1269
570831 — HCO Bulletin — Hat Folders  [B021-055].txt,34.30%,8.14%,172,Ungeeignet,59,14,1104
720810 — HCO Bulletin — Dianetic HCOB - Interest  [B012-137].txt,2.06%,0.00%,389,Geeignet,8,0,2204
690125 Issue 3 — HCO Bulletin — Triple Lower Grades  [B159-004].txt,2.50%,0.15%,679,Geeignet,17,1,3662
690507 Issue 5 — HCO Bulletin — Floating Needle  [B151-005].txt,0.34%,0.00%,298,Geeignet,1,0,1578
710630 Issue 2R — HCO Bulletin — Standard CS for Word Clearing In Session - Method 1  [B012-110].txt,6.36%,1.27%,550,Ungeeignet,35,7,3439
710308 Issue 2 — HCO Bulletin — Precision Dianetics - The Commands of R3R  [B011-023].txt,4.63%,0.36%,1967,Geeignet,91,7,11119
"600607 — HCO Bulletin — Bulletin Check List (WE June 4, 1960)  [B024-149].txt",6.10%,1.45%,344,Ungeeignet,21,5,1972
"601229 — HCO Bulletin — New PE and the New HAS Co-Audit, The  [B161-030].txt",2.76%,0.10%,1051,Geeignet,29,1,5899
790924 — HCO Bulletin Attachment — 'You can mimeo a small form on which to assess...'  [B166-009].txt,0.00%,0.00%,69,Geeignet,0,0,414
620721 — HCO Bulletin — Rudiments Repetitive or Fast  [B160-019].txt,2.75%,0.46%,218,Geeignet,6,1,1249
710914 — HCO Bulletin — Dianetic List Errors  [B011-160].txt,4.31%,0.00%,394,Geeignet,17,0,2206
690527 — HCO Bulletin — Earlier Similar  [B009-094].txt,4.18%,0.42%,239,Geeignet,10,1,1468
700710 — HCO Bulletin — Two-Way Comm - A Class III Action  [B043-067].txt,5.53%,0.00%,253,Ungeeignet,14,0,1453
800828 — HCO Bulletin — How to Handle the Quickie Impulse  [B165-010].txt,5.50%,0.17%,5182,Ungeeignet,285,9,29075
610417 — HCO Bulletin — Training Drills Modernized  [B154-005].txt,2.49%,0.08%,2368,Geeignet,59,2,13934
611019 — HCO Bulletin — Security Questions Must Be Nulled  [B085-012].txt,1.56%,0.22%,449,Geeignet,7,1,2699
591005 — HCO Bulletin — When Is a Process Flat  [B035-139].txt,6.51%,1.18%,169,Ungeeignet,11,2,1026
580709 — HCO Bulletin — Staff Clearing  [B034-048].txt,26.92%,0.00%,26,Ungeeignet,7,0,193
740220 — HCO Bulletin — Introspection RD - Additional Actions  [B052-008].txt,3.65%,0.11%,876,Geeignet,32,1,5173
"730122 — HCO Bulletin — Integrity Processing Materials, Source Of  [B051-005].txt",2.44%,0.81%,123,Geeignet,3,1,811
580501 — HCO Bulletin — Signs of Success  [B055-002].txt,2.88%,0.72%,139,Geeignet,4,1,898
590617 — HCO Bulletin — HAS Co-Audit Course  [B035-062].txt,5.71%,0.39%,508,Ungeeignet,29,2,2874
"721211R — HCO Bulletin — Tech and Ethics of Integrity Processing, The  [B051-014].txt",3.11%,0.32%,1255,Geeignet,39,4,7113
600204 — HCO Bulletin — Theory of Responsibility Processing  [B027-010].txt,2.67%,0.23%,1310,Geeignet,35,3,7633
710104 — HCO Bulletin — Exteriorization and High TA  [B044-002].txt,3.99%,0.89%,1579,Geeignet,63,14,9067
600301 — HCO Bulletin — HPA Course Change Proposal to London  [B141-015].txt,4.37%,0.00%,343,Geeignet,15,0,2237
700630 — HCO Bulletin — VIII Actions  [B078-013].txt,4.60%,0.72%,1803,Geeignet,83,13,10189
"720508 — HCO Bulletin — Importance of Havingness, The  [B049-042].txt",2.26%,0.14%,2916,Geeignet,66,4,16790
591211 — HCO Bulletin — New Horizons in Scientology  [B139-021].txt,1.52%,0.00%,789,Geeignet,12,0,4572
690719 — HCO Bulletin — Dianetics and Illness  [B159-039].txt,2.53%,0.00%,790,Geeignet,20,0,4639
660205 — HCO Bulletin — S & D Warning  [B068-003].txt,2.21%,0.00%,813,Geeignet,18,0,4507
700826R — HCO Bulletin — Incomplete Cases  [B058-006].txt,1.99%,0.59%,854,Geeignet,17,5,4796
650712 — HCO Bulletin — States of Being Attained by Processing  [B040-064].txt,10.71%,0.71%,850,Ungeeignet,91,6,4808
710306 Issue 2 — HCO Bulletin — Long CSes  [B044-021].txt,4.28%,1.15%,608,Geeignet,26,7,3237
"590725 — HCO Bulletin — Suggestion for the International Council, A  [B023-119].txt",1.40%,0.35%,285,Geeignet,4,1,1656
570611 — HCO Bulletin — Training and CCH Processes  [B012-111].txt,3.07%,0.31%,6771,Geeignet,208,21,41618
720912 — HCO Bulletin — Tape Players - How to Keep Them Operational  [B050-019].txt,2.65%,0.00%,756,Geeignet,20,0,4704
721207 — HCO Bulletin — Mid-Integrity Processing Short Assessment  [B050-078].txt,4.99%,0.28%,361,Geeignet,18,1,2085
800518 — HCO Bulletin — Start-Change-Stop - Commands  [B059-003].txt,5.08%,0.30%,1319,Ungeeignet,67,4,7460
790305R — HCO Bulletin — Dianetic Clear False Declares  [B169-012].txt,11.54%,1.15%,260,Ungeeignet,30,3,1630
810213R — HCO Bulletin — Dictionaries  [B105-001].txt,1.95%,0.06%,1691,Geeignet,33,1,10677
640814 — HCO Bulletin — Model Session - Levels III to VI  [B040-025].txt,6.85%,0.95%,1051,Ungeeignet,72,10,6017
620125 — HCO Bulletin — Flow Process  [B029-002].txt,1.77%,0.22%,451,Geeignet,8,1,2698
580630 — HCO Bulletin — Procedure for Certifying Clears  [B022-057].txt,1.28%,0.00%,235,Geeignet,3,0,1347
690722 Issue 2 — HCO Bulletin — Unflat Chain  [B009-132].txt,3.27%,0.47%,214,Geeignet,7,1,1203
601122 — HCO Bulletin — Digest of Organizational Activities for a Recent Week  [B024-229].txt,3.95%,0.54%,557,Geeignet,22,3,3441
690520 Issue 2 — HCO Bulletin — Dianetics  [B042-072].txt,2.39%,0.12%,1635,Geeignet,39,2,9421
590111 — HCO Bulletin — 'An amusingly effective process...'  [B023-012].txt,5.77%,1.92%,52,Ungeeignet,3,1,335
620810 — HCO Bulletin — How It Feels to Go Clear  [B038-049].txt,6.70%,0.87%,687,Ungeeignet,46,6,3749
731115R — HCO Bulletin — Fear of People List R  [B051-076].txt,5.36%,0.18%,560,Ungeeignet,30,1,3624
600720 — HCO Bulletin — Some Recent Case Histories  [B027-058].txt,3.63%,0.38%,524,Geeignet,19,2,3147
590923 — HCO Bulletin — Magazine Article  [B023-185].txt,4.19%,0.52%,191,Geeignet,8,1,1198
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B142-031].txt,3.43%,0.00%,583,Geeignet,20,0,3516
690430 — HCO Bulletin — Auditor Trust  [B159-018].txt,3.31%,0.00%,272,Geeignet,9,0,1600
720104R — HCO Bulletin — 0-IV Expanded Grade Processes - Triples - Part A - ARC Straightwire  [B096-003].txt,10.22%,0.42%,959,Ungeeignet,98,4,5842
630508 — HCO Bulletin — Routine 3 - The Nature of Formation of the GPM  [B153-014].txt,2.34%,0.44%,1581,Geeignet,37,7,9111
711230 — HCO Bulletin — Interiorization Rundown Commands  [B047-047].txt,6.40%,1.07%,375,Ungeeignet,24,4,2247
590301 Issue 2 — HCO Bulletin — Two Rules for Happy Living  [B035-024].txt,3.30%,0.52%,1152,Geeignet,38,6,6860
"591119 — HCO Bulletin — Handling of ARC Breaks in Auditing, The  [B023-266].txt",5.91%,0.23%,440,Ungeeignet,26,1,2524
700613 — HCO Bulletin — Session Priorities - Repair Programs and Their Priority  [B010-055].txt,3.30%,0.51%,2331,Geeignet,77,12,12696
710630 Issue 2 — HCO Bulletin — Standard CS for Word Clearing In Session - Method 1  [B049-046].txt,7.13%,1.28%,547,Ungeeignet,39,7,3381
721029 — HCO Bulletin — Expanded Dianetic Case K  [B050-036].txt,6.45%,0.62%,5299,Ungeeignet,342,33,29065
600102 — HCO Bulletin — HAS Certificates  [B027-001].txt,5.51%,0.00%,127,Ungeeignet,7,0,835
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B011-044].txt,5.44%,0.75%,1341,Ungeeignet,73,10,7413
700127 — HCO Bulletin — Narrative Items Explained  [B010-012].txt,1.78%,0.22%,450,Geeignet,8,1,2572
720327 Issue 2R — HCO Bulletin — Course Supervisor Correction List  [B082-062].txt,7.26%,0.25%,1984,Ungeeignet,144,5,11652
690427 — HCO Bulletin — R3R Restated - Commands on Second Run on an Incident  [B075-024].txt,3.19%,0.00%,439,Geeignet,14,0,2417
580725 — HCO Bulletin — Clearing Notes  [B022-064].txt,4.05%,0.69%,2319,Geeignet,94,16,13331
700527 — HCO Bulletin — Unrewarding Questions and Items  [B152-001].txt,1.10%,0.55%,725,Geeignet,8,4,3905
711126 Issue 4 — HCO Bulletin — Drills Course for Auditors - Expanded GF-40X Drills  [B047-016].txt,5.85%,0.55%,3079,Ungeeignet,180,17,18757
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B036-063].txt,5.14%,0.43%,700,Ungeeignet,36,3,4464
690727 — HCO Bulletin — Antibiotics  [B075-071].txt,14.08%,1.83%,547,Ungeeignet,77,10,3403
610218 — HCO Bulletin — SOP Goals - Marvelous New Breakthrough - Be-Do-Have Coordinated  [B037-012].txt,5.04%,0.57%,1229,Ungeeignet,62,7,7226
600630 — HCO Bulletin — Create Again  [B140-009].txt,1.95%,0.00%,513,Geeignet,10,0,3047
591228 — HCO Bulletin — Standards of Course Graduation  [B035-190].txt,8.70%,0.97%,207,Ungeeignet,18,2,1238
"690729 — HCO Bulletin — ''Art'' of Case Supervision, The  [B009-139].txt",1.75%,0.25%,801,Geeignet,14,2,4487
581226 — HCO Bulletin — BScn-HCS Course  [B022-099].txt,8.40%,0.27%,369,Ungeeignet,31,1,2200
840121 — HCO Bulletin — Happiness Rundown Repair List (HRL)  [B062-025].txt,4.65%,0.11%,881,Geeignet,41,1,5214
691012 — HCO Bulletin — Dianetic Triples Plural Item  [B159-051].txt,2.48%,0.00%,121,Geeignet,3,0,688
780501R — HCO Bulletin — Tech Quality  [B055-049].txt,6.36%,0.61%,330,Ungeeignet,21,2,1872
590423 — HCO Bulletin — Definitions  [B023-068].txt,1.39%,0.00%,72,Geeignet,1,0,419
610411 — HCO Bulletin — SOP Goals - Errors  [B154-004].txt,2.06%,0.00%,291,Geeignet,6,0,1746
"610105 — HCO Bulletin — O-W, A Limited Theory  [B001-001].txt",1.82%,0.12%,825,Geeignet,15,1,4650
720401 — HCO Bulletin — Page 5 & 6 Only  [B048-004].txt,10.54%,0.00%,370,Ungeeignet,39,0,2370
591005 — HCO Bulletin — Universe Processes  [B026-008].txt,2.39%,0.40%,251,Geeignet,6,1,1482
561129 — HCO Bulletin — Filing  [B020-030].txt,10.29%,0.74%,136,Ungeeignet,14,1,949
710914 — HCO Bulletin — Dianetic List Errors  [B045-046].txt,6.11%,0.25%,393,Ungeeignet,24,1,2203
"710915 — HCO Bulletin — Worst Tangle, The  [B045-048].txt",4.56%,0.51%,395,Geeignet,18,2,2151
730524 — HCO Bulletin — Case Supervisor Integrity List  [B051-060].txt,6.49%,0.30%,1002,Ungeeignet,65,3,5872
820411 — HCO Bulletin — Sec Checking Implants  [B057-003].txt,1.46%,0.00%,1436,Geeignet,21,0,8456
"590106 — HCO Bulletin — Change of HCO Policy Letter of 15 December, 1958  [B035-003].txt",24.53%,1.89%,53,Ungeeignet,13,1,348
540503 — HCO Bulletin — Viewpoint Straightwire  [B033-004].txt,10.62%,1.00%,499,Ungeeignet,53,5,3385
730121 — HCO Bulletin — Backlogs and Stale-Dated Cramming Orders  [B051-004].txt,2.53%,0.25%,396,Geeignet,10,1,2382
641017 — HCO Bulletin — Clay Table Data  [B081-014].txt,1.45%,0.00%,345,Geeignet,5,0,1974
600410 — HCO Bulletin — Important - PE Foundation Report  [B024-101].txt,27.90%,25.36%,1104,Ungeeignet,308,280,7023
720406 — HCO Bulletin — Basic Tape Rundown  [B049-007].txt,4.01%,0.00%,573,Geeignet,23,0,3247
780908R — HCO Bulletin — Mini List of Grade 0-IV Processes  [B174-003].txt,17.36%,1.20%,749,Ungeeignet,130,9,4349
621129 — HCO Bulletin — Routine 2-12 - List One - Issue 2 - The Scientology List  [B029-046].txt,14.39%,0.38%,264,Ungeeignet,38,1,1771
650929 — HCO Bulletin — Cyclical and Non-Cyclical Process Conclusions  [B040-081].txt,4.38%,0.00%,137,Geeignet,6,0,837
590623 — HCO Bulletin — What Is Scientology  [B023-100].txt,3.04%,0.28%,362,Geeignet,11,1,2294
821227 — HCO Bulletin — Training and OT  [B106-010].txt,6.06%,0.31%,644,Ungeeignet,39,2,3767
600519 — HCO Bulletin — How Help Became Betrayal  [B024-140].txt,1.50%,0.11%,933,Geeignet,14,1,5180
690415 — HCO Bulletin — PTP Rudiment  [B075-010].txt,5.63%,0.00%,71,Ungeeignet,4,0,456
590827 — HCO Bulletin — Clear Tests Revised - MEST Clears and Theta Clears  [B023-146].txt,3.24%,0.00%,957,Geeignet,31,0,5392
600219 — HCO Bulletin — Letter from a PC  [B024-052].txt,3.12%,0.78%,256,Geeignet,8,2,1526
710722 Issue 2R — HCO Bulletin — Solo Auditor Admin  [B064-007].txt,3.95%,0.30%,329,Geeignet,13,1,2016
710914 Issue 2 — HCO Bulletin — Word Clearing CS-1 - CS Instructions  [B011-161].txt,4.48%,0.90%,335,Geeignet,15,3,2047
650323 — HCO Bulletin — Materials  [B005-004].txt,1.26%,0.04%,2547,Geeignet,32,1,13655
700119 Issue 2 — HCO Bulletin — Study Data - Definition of Words Error  [B010-006].txt,6.47%,1.20%,417,Ungeeignet,27,5,2454
591026 — HCO Bulletin — List of Synonyms for ''Create'' for Use in New Creation Processes  [B023-241].txt,2.04%,2.27%,441,Geeignet,9,10,2669
621204 — HCO Bulletin — Routine 2-12 - List One - Issue 3 - The Scientology List  [B029-047].txt,8.61%,0.00%,244,Ungeeignet,21,0,1720
690423 — HCO Bulletin — Dianetics - Basic Definitions  [B009-042].txt,5.80%,0.55%,2190,Ungeeignet,127,12,13063
720322RA — HCO Bulletin — Disagreement Check  [B096-013].txt,6.94%,0.61%,980,Ungeeignet,68,6,6082
"620730 — HCO Bulletin — Smooth HGC 25 Hour Intensive, A  [B002-051].txt",2.99%,0.45%,668,Geeignet,20,3,3661
580412 — HCO Bulletin — 'John Sanborn...'  [B022-039].txt,7.02%,0.00%,57,Ungeeignet,4,0,340
"611221 — HCO Bulletin — Model Session Script, Revised  [B001-106].txt",5.18%,0.10%,1912,Ungeeignet,99,2,11461
720913 — HCO Bulletin — Catastrophes from and Repair of ''No Interest'' Items  [B050-020].txt,4.17%,0.00%,360,Geeignet,15,0,2049
810504R — HCO Bulletin — Study Green Form  [B064-014].txt,4.25%,0.29%,3858,Geeignet,164,11,21489
580827 — HCO Bulletin — Executives of Scientology Organizations  [B021-052].txt,3.15%,0.07%,4037,Geeignet,127,3,23397
821227 — HCO Bulletin — Training and OT  [B106-011].txt,1.88%,0.31%,320,Geeignet,6,1,1782
690809R — HCO Bulletin — LX1 (Conditions)  [B082-039].txt,13.37%,2.33%,172,Ungeeignet,23,4,1127
691203 — HCO Bulletin — 'Solo auditing from the Clearing Course...'  [B009-166].txt,7.46%,0.00%,67,Ungeeignet,5,0,432
600506 — HCO Bulletin — Fifth Dynamic Research  [B139-076].txt,3.13%,1.20%,830,Geeignet,26,10,4992
"650405 — HCO Bulletin — Conditions Test - Process I-X - Registrars, A  [B031-006].txt",3.54%,5.31%,113,Ungeeignet,4,6,649
680806 — HCO Bulletin — R3H  [B041-055].txt,7.29%,0.00%,247,Ungeeignet,18,0,1403
640814 — HCO Bulletin — Prepcheck Buttons  [B030-014].txt,4.01%,0.17%,573,Geeignet,23,1,3455
711121 Issue 2R — HCO Bulletin — Teaching a Tape Course  [B052-056].txt,10.19%,0.66%,903,Ungeeignet,92,6,5481
601006R — HCO Bulletin — Thirty-Six New Presessions  [B114-035].txt,5.94%,0.88%,1245,Ungeeignet,74,11,8166
761020 — HCO Bulletin — PTS Handling  [B100-004].txt,4.17%,0.00%,936,Geeignet,39,0,5319
"610612 — HCO Bulletin — Rising Needle - Skip It!, The  [B037-041].txt",6.33%,0.58%,521,Ungeeignet,33,3,3137
710319 — HCO Bulletin — List L1C  [B142-020].txt,1.97%,0.56%,356,Geeignet,7,2,2342
690417 — HCO Bulletin — Dianetic Case Supervision  [B042-027].txt,3.57%,0.00%,392,Geeignet,14,0,2299
581220 — HCO Bulletin — Processing a New Mother  [B034-093].txt,3.01%,0.00%,631,Geeignet,19,0,3732
700412 — HCO Bulletin — List L1B  [B043-032].txt,4.19%,0.28%,358,Geeignet,15,1,2272
690721 Issue 2 — HCO Bulletin — One Hand Electrodes  [B009-129].txt,1.04%,1.04%,96,Geeignet,1,1,557
780913 — HCO Bulletin — R3RA Engram Running by Chains and Narrative R3RA - An Additional Difference  [B074-018].txt,2.34%,0.00%,812,Geeignet,19,0,4770
711025 — HCO Bulletin — Drug Drying Out  [B046-035].txt,1.83%,0.10%,1039,Geeignet,19,1,6208
650727 — HCO Bulletin — Auditing by Lists  [B067-009].txt,1.98%,0.40%,506,Geeignet,10,2,2849
630705 — HCO Bulletin — ARC Break Assessments  [B153-029].txt,1.11%,0.80%,1617,Geeignet,18,13,9259
630701 — HCO Bulletin — Routine 3R - Bulletin 4 - Preliminary Step  [B153-027].txt,4.40%,0.29%,3133,Geeignet,138,9,18140
700119 — HCO Bulletin — Registrar's Advice Form  [B010-005].txt,5.91%,0.00%,203,Ungeeignet,12,0,1175
"690712 Issue 3 — HCO Bulletin — PC Who Has Something That Hasn't Been Handled, The  [B009-121].txt",2.48%,0.50%,202,Geeignet,5,1,1175
611228 — HCO Bulletin — E-Meter Electrodes - A Dissertation on Soup Cans  [B001-108].txt,3.09%,0.16%,1263,Geeignet,39,2,7054
690914 Issue 4 — HCO Bulletin — Learning Processes - Group Teaching by Definition Agreement  [B042-138].txt,2.40%,0.22%,458,Geeignet,11,1,2690
"731206 — HCO Bulletin — Primary Failure, The  [B051-078].txt",5.32%,0.44%,451,Ungeeignet,24,2,2548
701029 — HCO Bulletin — Demo Kits  [B010-124].txt,1.10%,0.00%,182,Geeignet,2,0,1044
690424 — HCO Bulletin — Preclear Assessment Sheet  [B075-018].txt,3.62%,0.11%,911,Geeignet,33,1,6636
690427 — HCO Bulletin — R3R Restated - Commands on Second Run on an Incident  [B042-041].txt,3.43%,0.23%,437,Geeignet,15,1,2410
"700730 — HCO Bulletin — Tech and Ethics of Confessionals, The  [B055-013].txt",2.40%,0.12%,1706,Geeignet,41,2,9405
591031 — Special HCO Bulletin — Create Processes - Dangers and Advantages  [B035-169].txt,17.38%,1.34%,1047,Ungeeignet,182,14,6167
590219 — HCO Bulletin — Auditor's Code-19  [B035-016].txt,6.45%,0.00%,31,Ungeeignet,2,0,194
"811115 — HCO Bulletin — Sunshine Rundown, The  [B171-007].txt",1.79%,0.89%,224,Geeignet,4,2,1325
"710722 Issue 2 — HCO Bulletin — Confronting, Addition  [B045-015].txt",5.38%,0.00%,186,Ungeeignet,10,0,1099
"650929 Issue 2 — HCO Bulletin — Continuing Overt Act, The  [B067-015].txt",0.87%,0.00%,922,Geeignet,8,0,5193
691119 — HCO Bulletin — GF 40 - Out of Valence Case  [B042-154].txt,5.30%,1.59%,755,Ungeeignet,40,12,4194
"630925 — HCO Bulletin — Listing and Nulling for Locks, Not RIs  [B153-050].txt",3.29%,0.25%,1975,Geeignet,65,5,10915
"710427 — HCO Bulletin — Education, Definition Of  [B011-051].txt",4.99%,0.55%,361,Geeignet,18,2,2273
851202R — HCO Bulletin — Clear Certainty Rundown - New Service  [B108-006].txt,9.00%,1.21%,1567,Ungeeignet,141,19,8920
600504 — HCO Bulletin — Association of Secretary Letter - Tapes  [B036-080].txt,4.58%,0.00%,131,Geeignet,6,0,784
591223 — HCO Bulletin — Responsibility  [B071-043].txt,2.27%,0.00%,750,Geeignet,17,0,4297
730829 — HCO Bulletin — Use the Technology on Help for the ''Help'' Button  [B051-066].txt,3.89%,0.41%,489,Geeignet,19,2,2824
580411 — HCO Bulletin — CCH 88 - Enforced Nothingness  [B034-032].txt,3.12%,0.93%,321,Geeignet,10,3,1854
640315 — HCO Bulletin — Overwhelming the PC  [B040-007].txt,3.30%,0.25%,787,Geeignet,26,2,4430
710104R — HCO Bulletin — Exteriorization and High TA  [B130-001].txt,10.73%,1.74%,3326,Ungeeignet,357,58,18722
600330 — HCO Bulletin — Interrogation (How to read an E-Meter on a silent subject)  [B024-087].txt,3.56%,0.22%,900,Geeignet,32,2,5180
611123 — HCO Bulletin — Auxiliary Prehav 3D Scale  [B085-014].txt,6.12%,0.56%,539,Ungeeignet,33,3,3874
"601107 — HCO Bulletin — Bulletin Check List (WE November 5, 1960)  [B036-167].txt",3.88%,1.29%,309,Geeignet,12,4,1878
591228 — HCO Bulletin — Film Show Instructors - Some Do's and Don’ts  [B035-191].txt,1.48%,1.21%,744,Geeignet,11,9,4127
"590417 — HCO Bulletin — Credo of a Good and Skilled Manager, The  [B023-061].txt",2.75%,0.00%,581,Geeignet,16,0,3479
590705 — HCO Bulletin — ARC Straightwire - A Type 6 Straightwire Process  [B035-074].txt,1.93%,0.48%,415,Geeignet,8,2,2503
810410R — HCO Bulletin — Reach and Withdraw  [B060-008].txt,2.17%,0.13%,3045,Geeignet,66,4,17230
651116 — HCO Bulletin — E-Meter Sensitivity Setting  [B031-034].txt,2.94%,0.00%,68,Geeignet,2,0,452
580715 — HCO Bulletin — Carrying On  [B022-063].txt,2.25%,1.12%,89,Geeignet,2,1,482
590313 — HCO Bulletin — Muzzled Auditing  [B113-003].txt,11.24%,0.00%,89,Ungeeignet,10,0,562
650922 — HCO Bulletin — Release Gradation - New Levels of Release  [B040-078].txt,1.73%,0.96%,1565,Geeignet,27,15,9014
