Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
700506 — HCO Bulletin — Dianetic Triples  [B043-039].txt,3.93%,0.00%,178,Geeignet,7,0,1090
620912 — HCO Bulletin — Security Checks Again  [B038-059].txt,3.93%,0.14%,738,Geeignet,29,1,4334
740708 Issue 1R — HCO Bulletin — Clear to FN  [B052-027].txt,3.93%,0.26%,382,Geeignet,15,1,2077
590907 — HCO Bulletin — 'Nina West our HCO WW US PE Foundation Director...'  [B133-053].txt,3.94%,0.93%,431,Geeignet,17,4,2476
700911 — HCO Bulletin — Chronic Somatic - Dianetic Handling Of  [B078-019].txt,3.94%,0.79%,127,Geeignet,5,1,726
600401 — HCO Bulletin — Some Points of Theory  [B139-062].txt,3.94%,0.46%,432,Geeignet,17,2,2586
710626 — HCO Bulletin — Supervisor Two-Way Comm and the Misunderstood Word  [B044-089].txt,3.94%,0.24%,1244,Geeignet,49,3,7001
"600908 — HCO Bulletin — Presessions of the 1st Saint Hill ACC, The  [B036-132].txt",3.94%,0.53%,761,Geeignet,30,4,4717
590907 — HCO Bulletin — Processing a New Mother  [B133-054].txt,3.94%,0.93%,431,Geeignet,17,4,2476
810723 — HCO Bulletin — Pregnancy and Auditing  [B060-010].txt,3.94%,1.57%,127,Geeignet,5,2,732
590722 — HCO Bulletin — Actual Working Definition of Psychology  [B133-044].txt,3.94%,0.00%,127,Geeignet,5,0,730
761020 — HCO Bulletin — PTS Handling  [B100-004].txt,3.94%,0.11%,938,Geeignet,37,1,5319
"731206 — HCO Bulletin — Primary Failure, The  [B051-078].txt",3.94%,0.22%,457,Geeignet,18,1,2548
810723 — HCO Bulletin — Pregnancy and Auditing  [B056-076].txt,3.94%,1.57%,127,Geeignet,5,2,730
600215 — HCO Bulletin — Some Points to Remember  [B036-037].txt,3.94%,0.32%,634,Geeignet,25,2,3652
590124 — HCO Bulletin — Scientology Axiom 58  [B133-005].txt,3.95%,1.32%,76,Geeignet,3,1,558
700921 — HCO Bulletin — Study Definitions  [B043-100].txt,3.95%,0.48%,1039,Geeignet,41,5,6489
640817 — HCO Bulletin — Clay Table Work in Training and Processing  [B040-026].txt,3.95%,0.30%,3014,Geeignet,119,9,16458
591228 — HCO Bulletin — Scientology in Singapore  [B139-024].txt,3.95%,0.66%,304,Geeignet,12,2,1960
680806 — HCO Bulletin — R3H  [B041-055].txt,3.95%,0.79%,253,Geeignet,10,2,1403
710818 — HCO Bulletin — TR Course - How to Run  [B011-135].txt,3.95%,0.26%,3846,Geeignet,152,10,21543
590827 — HCO Bulletin — 'The following is an extract from a memo written by Jack Parkhouse...'  [B035-106].txt,3.95%,0.26%,784,Geeignet,31,2,4305
590903 — HCO Bulletin — Why ''Victim'' Works as a Process  [B145-010].txt,3.96%,0.19%,1590,Geeignet,63,3,9034
730130 Issue 5 — HCO Bulletin — Build Up Powerful Word Clearers  [B051-011].txt,3.96%,1.06%,379,Geeignet,15,4,2184
600505 — HCO Bulletin — Help  [B024-126].txt,3.96%,0.08%,2623,Geeignet,104,2,15516
690423 — HCO Bulletin — Dianetics - Basic Definitions  [B075-015].txt,3.96%,0.05%,2199,Geeignet,87,1,13034
840118 — HCO Bulletin — How to Audit the HRD  [B062-022].txt,3.96%,0.51%,1969,Geeignet,78,10,10927
"721106 Issue 5 — HCO Bulletin — Summary Report Form, The  [B050-054].txt",3.96%,0.19%,530,Geeignet,21,1,2991
580118 — HCO Bulletin — Control  [B022-004].txt,3.96%,0.99%,101,Geeignet,4,1,527
840909R — HCO Bulletin — Auditing the False Purpose Rundown  [B057-060].txt,3.96%,0.72%,2502,Geeignet,99,18,14339
800902 — HCO Bulletin — Repair Correction List Words  [B059-017].txt,3.96%,0.79%,379,Geeignet,15,3,2355
710523 Issue 04 — HCO Bulletin — Communication Cycles within the Auditing Cycle  [B011-059].txt,3.96%,0.49%,1439,Geeignet,57,7,8369
570517 — HCO Training Bulletin — Definitions  [B021-021].txt,3.96%,0.00%,101,Geeignet,4,0,619
600804 — HCO Bulletin — Regimen 1  [B036-117].txt,3.97%,0.52%,957,Geeignet,38,5,5606
561015 — HCO Bulletin — Summary Research Project  [B144-001].txt,3.97%,0.00%,252,Geeignet,10,0,1543
720213 — HCO Bulletin — R3R Changes  [B048-022].txt,3.97%,0.40%,504,Geeignet,20,2,2984
700411 — HCO Bulletin — Auditing Past Exterior  [B010-037].txt,3.97%,0.93%,428,Geeignet,17,4,2512
590908 — HCO Bulletin — Test Tube Warfare  [B023-161].txt,3.97%,0.31%,1286,Geeignet,51,4,7586
651126 — HCO Bulletin — Information on Rehabilitation  [B089-009].txt,3.98%,0.31%,327,Geeignet,13,1,1891
"730124 Issue 1 — HCO Bulletin — PC Examiner's E-Meter, The  [B051-006].txt",3.98%,0.61%,327,Geeignet,13,2,1857
701031 — HCO Bulletin — Students and Duress  [B010-131].txt,3.98%,0.00%,201,Geeignet,8,0,1163
590625 — HCO Bulletin — Magazine Articles  [B035-067].txt,3.98%,0.92%,327,Geeignet,13,3,1692
710316 Issue 2 — HCO Bulletin — Folder Admin  [B142-018].txt,3.98%,0.40%,251,Geeignet,10,1,1444
610302 — HCO Bulletin — New Prehav Command  [B161-005].txt,3.99%,0.66%,301,Geeignet,12,2,1858
591014 — HCO Bulletin — London Up  [B133-064].txt,3.99%,0.80%,501,Geeignet,20,4,2847
700411 — HCO Bulletin — Auditing Past Exterior  [B076-013].txt,3.99%,0.00%,426,Geeignet,17,0,2504
840117 — HCO Bulletin — Happiness Rundown Basics  [B057-034].txt,3.99%,0.19%,1079,Geeignet,43,2,5887
720216 Issue 2 — HCO Bulletin — Prepcheck  [B048-026].txt,3.99%,1.25%,401,Geeignet,16,5,2277
"631017 — HCO Bulletin — R-2C Slow Assessment by Dynamics - Directions for Use of HCO Technical Form of October 17, AD13  [B087-009].txt",3.99%,0.52%,776,Geeignet,31,4,4212
691221 — HCO Bulletin — Solo Auditing and R6EW  [B009-169].txt,3.99%,0.37%,802,Geeignet,32,3,4532
621128 — HCO Bulletin — R2-12 - Practical Drills  [B002-088].txt,3.99%,0.46%,651,Geeignet,26,3,3701
620906 — HCO Bulletin — CCHs - More Information  [B160-026].txt,3.99%,0.25%,401,Geeignet,16,1,2435
580707 — HCO Bulletin — Contents and Coverage of HCA-HPA Course  [B022-058].txt,4.00%,1.00%,100,Geeignet,4,1,696
601006 — HCO Bulletin — Thirty-Six New Presessions  [B114-036].txt,4.00%,0.51%,1176,Geeignet,47,6,7641
"600129 — Special HCO Bulletin — Addition to HCO Bulletin of January 25, 1960  [B024-026].txt",4.00%,0.00%,100,Geeignet,4,0,609
680917R — HCO Bulletin — Six Zones of Action  [B092-008].txt,4.00%,0.00%,250,Geeignet,10,0,1410
690424 — HCO Bulletin — Preclear Assessment Sheet  [B075-018].txt,4.00%,0.11%,925,Geeignet,37,1,6636
"690809 — HCO Bulletin — Case Folder Analysis, Dianetics  [B009-144].txt",4.00%,0.63%,1750,Geeignet,70,11,9499
590610 — HCO Bulletin — Co-Audit Formula  [B023-092].txt,4.00%,0.00%,50,Geeignet,2,0,319
570308 — HCO Bulletin — Goal of Indoctrination Course  [B021-006].txt,4.00%,0.00%,75,Geeignet,3,0,524
591022 — HCO Bulletin — Personal Efficiency Course  [B035-174].txt,4.00%,2.40%,250,Geeignet,10,6,1450
600809 — HCO Bulletin — Epitaph  [B140-019].txt,4.01%,0.24%,823,Geeignet,33,2,4928
710723 — HCO Bulletin — Assists - A Flag Expertise Subject  [B049-037].txt,4.01%,0.52%,573,Geeignet,23,3,3108
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B050-033].txt,4.01%,0.57%,349,Geeignet,14,2,2027
690507 Issue 7 — HCO Bulletin — Dianetic Course Study Drills  [B042-049].txt,4.01%,0.13%,748,Geeignet,30,1,4484
640814 — HCO Bulletin — Prepcheck Buttons  [B030-014].txt,4.01%,0.00%,574,Geeignet,23,0,3455
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B012-163].txt,4.01%,0.57%,349,Geeignet,14,2,2019
690423RA — HCO Bulletin — Dianetics - Basic Definitions  [B093-011].txt,4.02%,0.83%,2410,Geeignet,97,20,14025
800916 — HCO Bulletin — PTS RD Correction List - Word List  [B082-072].txt,4.02%,0.50%,398,Geeignet,16,2,2456
710105 — HCO Bulletin — Going Earlier in R3R and Exteriorization Intensives  [B011-003].txt,4.02%,0.24%,820,Geeignet,33,2,4832
600507 — HCO Bulletin — Marriage Co-Audit  [B139-078].txt,4.02%,0.00%,323,Geeignet,13,0,1963
820928 — HCO Bulletin — Mixing Rundowns and Repairs  [B064-028].txt,4.03%,0.23%,868,Geeignet,35,2,4872
721021 Issue 2 — HCO Bulletin — Multiple Flow Evil Purpose Rundown  [B050-032].txt,4.03%,0.86%,347,Geeignet,14,3,2022
"590907 — HCO Bulletin — 'The following is a letter received by Ron from Scientology Co-Audit Center, Loughborogh...'  [B035-115].txt",4.03%,0.21%,472,Geeignet,19,1,2864
710930 Issue 2 — HCO Bulletin — TRs in Auditor Training and Cramming  [B045-058].txt,4.03%,0.00%,720,Geeignet,29,0,4190
700126 — HCO Bulletin — Examiner and Floating Needle  [B010-011].txt,4.03%,0.37%,273,Geeignet,11,1,1547
710723 — HCO Bulletin — Assists - A Flag Expertise Subject  [B012-103].txt,4.03%,1.23%,571,Geeignet,23,7,3103
720616R — HCO Bulletin — Auditor's Rights Modified  [B131-003].txt,4.03%,0.97%,620,Geeignet,25,6,3443
730130RB — HCO Bulletin — Method 9 Word Clearing the Right Way  [B173-016].txt,4.03%,0.47%,6646,Geeignet,268,31,38033
"660211 — HCO Bulletin — Free Needles, How to Get Them on a PC  [B068-005].txt",4.03%,0.45%,670,Geeignet,27,3,3571
"690507 Issue 6 — HCO Bulletin — Summary of How to Write an Auditor's Report, Worksheets and Summary Report, with Some Additional Information  [B123-006].txt",4.03%,0.31%,645,Geeignet,26,2,3680
600312 — HCO Bulletin — Appreciation  [B027-022].txt,4.04%,1.01%,99,Geeignet,4,1,601
590730 — HCO Bulletin — News about Africa  [B023-124].txt,4.04%,0.37%,272,Geeignet,11,1,1574
720621 Issue 2 — HCO Bulletin — Method 6  [B012-131].txt,4.04%,0.24%,421,Geeignet,17,1,2373
721108 Issue 3 — HCO Bulletin — Invoice Form and Routing Form  [B012-189].txt,4.04%,0.16%,619,Geeignet,25,1,3481
590528 — HCO Bulletin — Terminals  [B023-086].txt,4.04%,1.01%,396,Geeignet,16,4,2180
800622 — HCO Bulletin — Int RD Correction List Words  [B056-028].txt,4.05%,0.45%,444,Geeignet,18,2,2887
780924RC — HCO Bulletin — Dianetic Clear  [B102-023].txt,4.05%,1.09%,642,Geeignet,26,7,3788
580820 — HCO Bulletin — Out of Sessionness  [B034-060].txt,4.05%,0.34%,296,Geeignet,12,1,1677
601118 — HCO Bulletin — Preclear Assessment Sheet  [Misc35-002].txt,4.05%,0.00%,790,Geeignet,32,0,5020
670918 — HCO Bulletin — Scales  [B138-007].txt,4.05%,0.43%,469,Geeignet,19,2,3288
720619 — HCO Bulletin — Dinky Dictionaries  [B049-061].txt,4.05%,0.31%,321,Geeignet,13,1,1985
720616R — HCO Bulletin — Auditor's Rights Modified  [B053-019].txt,4.05%,0.97%,617,Geeignet,25,6,3433
630705 — HCO Bulletin — ARC Break Assessments  [B153-030].txt,4.05%,0.73%,1507,Geeignet,61,11,8634
660205 Issue 2 — HCO Bulletin — ''Letting the PC Itsa'' - The Properly Trained Auditor  [B011-066].txt,4.06%,0.55%,1084,Geeignet,44,6,5823
720322RA — HCO Bulletin — Disagreement Check  [B096-013].txt,4.06%,0.20%,1009,Geeignet,41,2,6082
590827 — HCO Bulletin — Report on HAS Co-Audit Course in DC at End  [B023-141].txt,4.06%,0.51%,197,Geeignet,8,1,1182
710406 — HCO Bulletin — Non-FN Cases  [B011-041].txt,4.06%,0.27%,1109,Geeignet,45,3,6242
600803 — HCO Bulletin — Calling All Auditors  [B027-061].txt,4.06%,0.13%,789,Geeignet,32,1,4689
600512 — HCO Bulletin — Miscellaneous Items  [B139-081].txt,4.06%,0.17%,1207,Geeignet,49,2,6955
620802 — HCO Bulletin — CCH Answers  [B029-027].txt,4.06%,0.51%,197,Geeignet,8,1,1152
710616 Issue 2 — HCO Bulletin — Advanced E-Meter Drills  [B011-081].txt,4.06%,0.43%,690,Geeignet,28,3,3984
650618 — HCO Bulletin — Clear and OT Behavior  [B040-060].txt,4.06%,0.00%,394,Geeignet,16,0,2204
801118 Issue 2 — HCO Bulletin — Case Supervisor Correction List - Word List  [B059-037].txt,4.07%,0.41%,492,Geeignet,20,2,3225
"650310 — HCO Bulletin — Words, Misunderstood Goofs  [B005-003].txt",4.07%,0.00%,516,Geeignet,21,0,2951
701026 Issue 2 — HCO Bulletin — Definition of a Student  [B010-123].txt,4.07%,0.81%,123,Geeignet,5,1,709
711201 Issue 3 — HCO Bulletin — Rising Scale Processing  [B047-022].txt,4.08%,0.82%,368,Geeignet,15,3,2175
721205 — HCO Bulletin — Procedure  [B012-199].txt,4.08%,0.53%,1127,Geeignet,46,6,6701
630512 — HCO Bulletin — Routine 3 - RI Form (GPM RI Form Corrected)  [B153-016].txt,4.08%,0.39%,1519,Geeignet,62,6,8992
620802 — HCO Bulletin — CCH Answers  [B160-021].txt,4.08%,0.51%,196,Geeignet,8,1,1144
711009 Issue 7 — HCO Bulletin — Drills Course for Auditors - Dianetic Drills  [B046-016].txt,4.08%,0.09%,6686,Geeignet,273,6,38763
690607 — HCO Bulletin — Dianetics - Points Which Go out and Wreck PCs  [B009-104].txt,4.08%,0.27%,735,Geeignet,30,2,4292
591007 — HCO Bulletin — Magazine Article  [B023-213].txt,4.08%,1.60%,564,Geeignet,23,9,3358
630922 — HCO Bulletin — Prepchecking Buttons  [B003-064].txt,4.08%,0.51%,588,Geeignet,24,3,3522
600301 — HCO Bulletin — HPA Course Change Proposal to London  [B141-015].txt,4.08%,0.00%,343,Geeignet,14,0,2237
801108 — HCO Bulletin — CS Series 053 RL Long Form - Word List  [B056-055].txt,4.08%,0.86%,466,Geeignet,19,4,3028
591007 — HCO Bulletin — Good News from HASI Melbourne  [B023-214].txt,4.08%,1.60%,564,Geeignet,23,9,3358
591012 — HCO Bulletin — Printing and Re-Printing of Books  [B023-212].txt,4.08%,1.60%,564,Geeignet,23,9,3358
700220 — HCO Bulletin — Floating Needles and End Phenomena  [B076-006].txt,4.08%,0.17%,1153,Geeignet,47,2,6432
700616 — HCO Bulletin — What the CS Is Doing  [B046-002].txt,4.08%,0.30%,1643,Geeignet,67,5,9403
600614 — HCO Bulletin — Miscellaneous Items  [B140-004].txt,4.08%,0.26%,1567,Geeignet,64,4,9006
801108 — HCO Bulletin — CS Series 053 RL Long Form - Word List  [B059-033].txt,4.08%,0.64%,466,Geeignet,19,3,3028
610605 — HCO Bulletin — Processes Allowed  [B028-030].txt,4.09%,0.22%,1859,Geeignet,76,4,10242
620721 — HCO Bulletin — Rudiments Repetitive or Fast  [B136-003].txt,4.09%,0.45%,220,Geeignet,9,1,1261
720430 Issue 2 — HCO Bulletin — Expanded Dianetics Handling of Intentions  [B012-098].txt,4.09%,2.73%,220,Geeignet,9,6,1354
"621206 — HCO Bulletin — R2-10, R2-12, 3GAXX-Data - The Zero A Steps and Purpose of Processes  [B038-074].txt",4.09%,2.17%,1612,Geeignet,66,35,8553
590827 — HCO Bulletin — HCO WW Council  [B133-052].txt,4.09%,1.89%,318,Geeignet,13,6,1866
590204 — HCO Bulletin — Op Pro by Dup  [B035-013].txt,4.09%,0.45%,220,Geeignet,9,1,1277
650414 — HCO Bulletin — Scientology (GPMs) - Materials of the GPM Unit Reorganized  [B168-005].txt,4.09%,0.26%,391,Geeignet,16,1,2262
610112 — HCO Bulletin — New Help Data  [B135-001].txt,4.09%,0.54%,367,Geeignet,15,2,2114
650407 — HCO Bulletin — Premature Acknowledgements  [B148-004].txt,4.09%,0.00%,440,Geeignet,18,0,2623
690406 Issue 2 — HCO Bulletin — Dianetics Course Auditing Requirements  [B009-031].txt,4.09%,0.40%,758,Geeignet,31,3,4401
721213 — HCO Bulletin — Integrity Processing Questions Must Be FNed  [B050-083].txt,4.09%,0.86%,465,Geeignet,19,4,2813
"781030 — HCO Bulletin — CS Series 053, Use Of  [B173-012].txt",4.09%,0.77%,1688,Geeignet,69,13,8697
720621 Issue 3 — HCO Bulletin — Method 7  [B012-132].txt,4.10%,0.32%,317,Geeignet,13,1,1794
710615 — HCO Bulletin — Hi-Lo TA Assessment Rules  [B011-079].txt,4.10%,0.00%,366,Geeignet,15,0,2004
710615 — HCO Bulletin — Hi-Lo TA Assessment Rules  [B044-076].txt,4.10%,0.00%,366,Geeignet,15,0,2005
600127 — HCO Bulletin — Dissemination Training Drill  [B036-020].txt,4.10%,0.68%,439,Geeignet,18,3,2636
720409 Issue 11 — HCO Bulletin — Clearing List Words in Scientology - Study Correction List Revised  [B012-080].txt,4.10%,0.19%,536,Geeignet,22,1,4162
711212 Issue 14 — HCO Bulletin — How to Write Up a Cramming Order  [B011-267].txt,4.10%,0.51%,195,Geeignet,8,1,1136
710609 Issue 1RA — HCO Bulletin — CS Tips  [B130-017].txt,4.10%,0.50%,999,Geeignet,41,5,5304
580920 — HCO Bulletin — Bulletin Board - Comm Center  [B022-074].txt,4.10%,0.82%,122,Geeignet,5,1,758
731120 Issue 1 — HCO Bulletin — Anti-Q and A Drill  [B097-014].txt,4.11%,0.00%,316,Geeignet,13,0,1873
600610 — HCO Bulletin — What We Expect of a Scientologist  [B024-151].txt,4.11%,0.27%,1118,Geeignet,46,3,6334
700619 Issue 2 — HCO Bulletin — Chart of Human Evaluation  [B010-079].txt,4.11%,0.00%,633,Geeignet,26,0,3473
"590504 — HCO Bulletin — Personnel Efficiency Course, The  [B023-072].txt",4.11%,0.00%,1265,Geeignet,52,0,7345
580820 — HCO Bulletin — Present Time Problem - Running Of  [B034-061].txt,4.11%,0.22%,462,Geeignet,19,1,2662
580805 Issue 2R — HCO Bulletin — Rock Bracket  [B034-058].txt,4.11%,0.00%,219,Geeignet,9,0,1208
720409 Issue 09 — HCO Bulletin — Clearing List Words in Scientology - L1X HI-Lo TA List Revised  [B012-078].txt,4.11%,0.68%,292,Geeignet,12,2,1934
690125 — HCO Bulletin — Targets and Computers  [B042-003].txt,4.11%,0.00%,73,Geeignet,3,0,453
730313 — HCO Bulletin — Handling Int-Ext  [B051-020].txt,4.11%,1.37%,292,Geeignet,12,4,1626
"681020 — HCO Bulletin — Purpose of Class VIII, The  [B170-002].txt",4.12%,0.00%,679,Geeignet,28,0,3854
590526 — HCO Bulletin — Magazine Article (Poems by Julian cooper)  [B035-052].txt,4.12%,0.00%,364,Geeignet,15,0,2191
"600103 — HCO Bulletin — Third Dynamic for Scientology, A  [B027-002].txt",4.12%,0.34%,291,Geeignet,12,1,1773
"590722 — HCO Bulletin — Report on Special HAS-HCA-HCS Course in Washington DC 6th-12th July, 1959  [B035-080].txt",4.12%,0.39%,510,Geeignet,21,2,3085
871114 Issue 5 — HCO Bulletin — Expanded Grade 3 Process Checklist  [Misc13-006].txt,4.12%,1.60%,3179,Geeignet,131,51,18359
720404 — HCO Bulletin — Primary Rundown (Revised)  [B049-050].txt,4.12%,0.55%,1262,Geeignet,52,7,6932
710702 Issue 1 — HCO Bulletin — Word Clearing Successes  [B045-003].txt,4.12%,0.18%,1091,Geeignet,45,2,6371
590907 — HCO Bulletin — 'The following Bulletin has been issued on a suggestion made by Lain Thomson...re Dissemination...'  [B035-116].txt,4.12%,1.03%,194,Geeignet,8,2,1177
621013 — HCO Bulletin — Processes  [B002-072].txt,4.13%,0.49%,412,Geeignet,17,2,2486
590827 — HCO Bulletin — Report on HAS Co-Audit Course in DC at End  [B023-147].txt,4.13%,0.41%,242,Geeignet,10,1,1388
710316 — HCO Bulletin — Student and Course Morale - Tough Checkouts & Coaching  [B044-027].txt,4.13%,0.59%,339,Geeignet,14,2,2118
590909 — HCO Bulletin — Some Observations on S 22  [B035-121].txt,4.13%,0.00%,629,Geeignet,26,0,3922
810331 — HCO Bulletin — ''Heavy Drug History'' Defined  [B105-003].txt,4.13%,0.00%,630,Geeignet,26,0,3772
600913 — HCO Bulletin — Financial Management  [B036-133].txt,4.13%,0.43%,460,Geeignet,19,2,2794
690511 — HCO Bulletin — Meter Trim Check  [B009-072].txt,4.13%,0.00%,218,Geeignet,9,0,1228
720215 Issue 2 — HCO Bulletin — Vitamin and Glandular Deficiency Added Data  [B012-029].txt,4.14%,0.59%,169,Geeignet,7,1,944
710630 Issue 2R — HCO Bulletin — Standard CS for Word Clearing In Session - Method 1  [B082-016].txt,4.14%,0.54%,556,Geeignet,23,3,3282
781201 — HCO Bulletin — Programming the Dianetic Clear for His Next Step  [B102-034].txt,4.14%,0.32%,314,Geeignet,13,1,1844
811008 Issue 1 — HCO Bulletin — Cancellation of HCOB 8 October 1981 - Issue I - Self Analysis Drill  [B060-014].txt,4.14%,0.59%,169,Geeignet,7,1,1009
"600318 — HCO Bulletin — Addition to HCO Bulletin of February 15, 1960  [B036-056].txt",4.14%,1.38%,145,Geeignet,6,2,788
590122 — HCO Bulletin — Not-Is Straightwire  [B035-010].txt,4.14%,0.55%,362,Geeignet,15,2,2138
580225 — HCO Bulletin — Routing of Communication  [B022-022].txt,4.14%,1.78%,169,Geeignet,7,3,945
811008 Issue 1 — HCO Bulletin — Cancellation of HCOB 8 October 1981 - Issue I - Self Analysis Drill  [B056-081].txt,4.14%,0.59%,169,Geeignet,7,1,1007
600325 — HCO Bulletin — Suspension of Certificates  [B024-085].txt,4.14%,1.18%,169,Geeignet,7,2,1088
600527 Issue 2 — HCO Bulletin — 'Dear Scientologist'  [B139-087].txt,4.14%,0.11%,894,Geeignet,37,1,5087
651126 — HCO Bulletin — Information on Rehabilitation  [B031-037].txt,4.15%,0.96%,313,Geeignet,13,3,1790
590228 — HCO Bulletin — Analysis of Cases  [B133-018].txt,4.15%,0.00%,603,Geeignet,25,0,3773
811217 — HCO Bulletin — Post Purpose Clearing Revived  [B056-095].txt,4.15%,0.12%,843,Geeignet,35,1,4646
720102 — HCO Bulletin — WC1 Comes First  [B048-002].txt,4.15%,0.00%,386,Geeignet,16,0,2110
"590105 — HCO Bulletin — Suggestion for Promotion, A  [B023-002].txt",4.15%,0.32%,313,Geeignet,13,1,1837
700612 — HCO Bulletin — Programming of Cases  [B010-054].txt,4.15%,0.16%,2531,Geeignet,105,4,14024
