Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
710211 — HCO Bulletin — Successful Cramming Actions  [B011-261].txt,9764,17-10-24 14:52,0,0,0,0,0,0
710211 — HCO Bulletin — Successful Cramming Actions  [B044-014].txt,9723,17-10-24 14:52,0,0,0,0,0,0
710212 Issue 2 — HCO Bulletin — Training of HGC Auditors in Qual  [B011-013].txt,4964,17-10-24 14:51,0,0,1,0,0,0
710212 Issue 2 — HCO Bulletin — Training of HGC Auditors in Qual  [B011-262].txt,4977,17-10-24 14:51,0,0,0,0,0,0
710212 Issue 2 — HCO Bulletin — Training of HGC Auditors in Qual  [B044-015].txt,4958,17-10-24 14:52,0,0,1,0,0,0
710212 Issue 2 — HCO Bulletin — Training of HGC Auditors in Qual  [B047-035].txt,5000,17-10-24 14:52,0,0,0,0,0,0
710223 — HCO Bulletin — Gradient Scales  [B011-014].txt,2064,17-10-24 14:51,0,0,1,0,8,1
710223 — HCO Bulletin — Gradient Scales  [B044-016].txt,2066,17-10-24 14:52,1,0,1,0,46,9
710228 — HCO Bulletin — Metering Reading Items  [B011-015].txt,4971,17-10-24 14:51,0,0,1,0,0,0
710228 — HCO Bulletin — Metering Reading Items  [B044-017].txt,4933,17-10-24 14:52,0,0,1,0,0,0
710228 — HCO Bulletin — Metering Reading Items  [B078-024].txt,4951,17-10-24 14:51,0,0,0,0,0,0
710228 — HCO Bulletin — Metering Reading Items  [B142-008].txt,4927,17-10-24 14:51,0,0,1,0,0,0
710303 — HCO Bulletin — LIX Hi-Lo TA List  [B011-016].txt,2151,17-10-24 14:52,0,0,1,0,0,0
710305 Issue 2 — HCO Bulletin — Exteriorization and High TA  [B011-018].txt,12127,17-10-24 14:52,0,35,0,0,0,7
710305 Issue 2 — HCO Bulletin — Exteriorization and High TA  [B044-019].txt,12115,17-10-24 14:52,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B011-017].txt",13312,17-10-24 14:51,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B044-018].txt",13303,17-10-24 14:51,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B078-025].txt",12692,17-10-24 14:51,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B142-009].txt",13211,17-10-24 14:52,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B142-010].txt",13319,17-10-24 14:51,0,0,0,0,0,0
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B142-011].txt",13294,17-10-24 14:52,0,0,0,0,0,0
710306 Issue 1 — HCO Bulletin — New Uses for the Green Form  [B011-019].txt,2056,17-10-24 14:51,0,0,1,0,0,0
710306 Issue 1 — HCO Bulletin — New Uses for the Green Form  [B044-020].txt,2063,17-10-24 14:51,0,0,1,0,0,0
710306 Issue 1 — HCO Bulletin — New Uses for the Green Form  [B142-012].txt,2015,17-10-24 14:52,0,0,1,0,0,0
710306 Issue 2 — HCO Bulletin — Long CSes  [B011-020].txt,3227,17-10-24 14:52,0,0,0,0,0,0
710306 Issue 2 — HCO Bulletin — Long CSes  [B044-021].txt,3237,17-10-24 14:52,0,0,0,0,0,0
710306 Issue 2 — HCO Bulletin — Long CSes  [B078-026].txt,3195,17-10-24 14:52,0,0,0,0,0,0
710306 Issue 2 — HCO Bulletin — Long CSes  [B142-013].txt,3194,17-10-24 14:51,0,0,0,0,0,0
710306 Issue 2 — HCO Bulletin — Long CSes  [B142-014].txt,3166,17-10-24 14:52,0,0,1,0,0,0
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B011-021].txt,5334,17-10-24 14:51,0,0,1,0,0,0
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B044-022].txt,5304,17-10-24 14:51,0,0,0,0,0,0
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B053-004].txt,5690,17-10-24 14:52,0,0,1,0,0,0
710307 — HCO Bulletin — Use of Quadruple Dianetics  [B078-027].txt,5280,17-10-24 14:51,0,0,1,0,0,0
710307RA — HCO Bulletin — Use of Dianetics  [B052-013].txt,3383,17-10-24 14:51,0,0,0,0,0,0
710307RA — HCO Bulletin — Use of Dianetics  [B142-015].txt,3309,17-10-24 14:52,0,0,0,0,0,0
710308 Issue 2 — HCO Bulletin — Precision Dianetics - The Commands of R3R  [B011-023].txt,11119,17-10-24 14:52,0,0,0,0,0,0
710308 Issue 2 — HCO Bulletin — Precision Dianetics - The Commands of R3R  [B044-024].txt,11121,17-10-24 14:51,0,0,0,0,0,0
710308 Issue 2 — HCO Bulletin — Precision Dianetics - The Commands of R3R  [B077-003].txt,11144,17-10-24 14:51,0,0,0,0,0,0
"710308 — HCO Bulletin — Case Actions, Off-Line  [B011-022].txt",3993,17-10-24 14:51,0,0,0,0,0,0
"710308 — HCO Bulletin — Case Actions, Off-Line  [B044-023].txt",4001,17-10-24 14:51,0,0,0,0,0,0
"710308 — HCO Bulletin — Case Actions, Off-Line  [B078-028].txt",3943,17-10-24 14:52,0,0,0,0,0,0
"710308 — HCO Bulletin — Case Actions, Off-Line  [B142-016].txt",3981,17-10-24 14:52,0,0,0,0,0,0
710308 — HCO Bulletin — Examiner's Form  [B012-178].txt,1550,17-10-24 14:51,0,3,1,0,0,0
710313 — HCO Bulletin — LIX Hi-Lo TA List  [B011-024].txt,3514,17-10-24 14:51,0,0,0,0,0,0
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B011-026].txt,7008,17-10-24 14:52,0,0,1,0,0,0
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B011-044].txt,7413,17-10-24 14:52,0,0,1,0,0,0
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B044-026].txt,7389,17-10-24 14:52,0,0,1,0,0,0
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B044-044].txt,7377,17-10-24 14:51,0,0,1,0,0,0
710314 Issue 2 — HCO Bulletin — Talking the TA Down  [B077-004].txt,7289,17-10-24 14:52,0,0,1,0,0,0
710314 — HCO Bulletin — FN Everything  [B011-025].txt,4449,17-10-24 14:52,0,0,1,0,0,0
710314 — HCO Bulletin — FN Everything  [B044-025].txt,4434,17-10-24 14:52,0,0,0,0,0,0
710314 — HCO Bulletin — FN Everything  [B142-017].txt,4436,17-10-24 14:52,0,0,1,0,0,0
710314R — HCO Bulletin — FN Everything  [B079-046].txt,4392,17-10-24 14:52,0,0,0,0,0,0
710314R — HCO Bulletin — FN Everything  [B130-004].txt,4606,17-10-24 14:51,0,0,0,0,0,0
710314R — HCO Bulletin — FN Everything  [B130-005].txt,4661,17-10-24 14:51,0,0,0,0,0,0
710314R — HCO Bulletin — FN Everything  [B130-006].txt,4522,17-10-24 14:52,0,0,0,0,0,0
710315 — HCO Bulletin — Assists - A Flag Expertise Subject  [B011-027].txt,1328,17-10-24 14:51,0,0,1,0,0,0
710316 Issue 2 — HCO Bulletin — Folder Admin  [B011-029].txt,1456,17-10-24 14:52,0,0,1,0,1,0
710316 Issue 2 — HCO Bulletin — Folder Admin  [B044-028].txt,1481,17-10-24 14:51,0,0,1,0,3,0
710316 Issue 2 — HCO Bulletin — Folder Admin  [B142-018].txt,1444,17-10-24 14:52,0,0,2,0,1,0
710316 — HCO Bulletin — Student and Course Morale - Tough Checkouts & Coaching  [B011-028].txt,2129,17-10-24 14:52,0,0,1,0,0,0
710316 — HCO Bulletin — Student and Course Morale - Tough Checkouts & Coaching  [B044-027].txt,2118,17-10-24 14:52,0,0,0,0,0,0
710316R — HCO Bulletin — What Is a Course  [B055-018].txt,4414,17-10-24 14:51,0,0,1,0,0,0
710316R — HCO Bulletin — What Is a Course  [B060-003].txt,4415,17-10-24 14:52,0,0,1,0,0,0
710316R — HCO Bulletin — What Is a Course  [B061-002].txt,4413,17-10-24 14:52,0,0,1,0,0,0
"710317 — HCO Bulletin — Flag Expertise Subject - Flag Expertise on Handling GF Items, A  [B044-029].txt",1449,17-10-24 14:52,0,0,1,0,0,0
710319 — HCO Bulletin — CSing Auditor - CSes  [B011-032].txt,6543,17-10-24 14:52,0,0,0,0,0,0
710319 — HCO Bulletin — CSing Auditor - CSes  [B044-031].txt,6552,17-10-24 14:52,0,0,1,0,0,0
710319 — HCO Bulletin — CSing Auditor - CSes  [B078-029].txt,6560,17-10-24 14:51,0,0,1,0,0,0
710319 — HCO Bulletin — CSing Auditor - CSes  [B142-022].txt,6515,17-10-24 14:51,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B011-031].txt,2294,17-10-24 14:51,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B044-032].txt,2297,17-10-24 14:51,0,0,0,0,0,0
710319 — HCO Bulletin — List L1C  [B079-001].txt,2291,17-10-24 14:51,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B082-002].txt,2321,17-10-24 14:52,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B142-019].txt,2284,17-10-24 14:52,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B142-020].txt,2342,17-10-24 14:52,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B142-021].txt,2317,17-10-24 14:51,0,0,1,0,0,0
710319 — HCO Bulletin — List L1C  [B143-004].txt,2377,17-10-24 14:52,0,0,1,0,0,0
710325 — HCO Bulletin — Supervisor Training Regimens  [B011-033].txt,20673,17-10-24 14:51,0,0,0,0,0,0
710325 — HCO Bulletin — Supervisor Training Regimens  [B044-033].txt,20644,17-10-24 14:51,0,0,0,0,0,0
710327 — HCO Bulletin — Dianetic Erasure  [B011-034].txt,3494,17-10-24 14:51,0,0,1,0,0,0
710327 — HCO Bulletin — Dianetic Erasure  [B044-034].txt,3503,17-10-24 14:51,0,0,1,0,0,0
710327 — HCO Bulletin — Dianetic Erasure  [B142-023].txt,3453,17-10-24 14:51,0,0,1,0,0,0
710330 Issue 2 — HCO Bulletin — Technical Cross Index  [B011-035].txt,89838,17-10-24 14:52,0,0,1,0,0,0
710330 Issue 2 — HCO Bulletin — Technical Cross Index  [B044-035].txt,87282,17-10-24 14:52,0,0,0,0,0,0
710330 Issue 2 — HCO Bulletin — Technical Cross Index  [B080-005].txt,87462,17-10-24 14:51,0,0,1,0,0,0
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B011-036].txt,488,17-10-24 14:51,0,0,7,0,2,1
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B044-036].txt,487,17-10-24 14:51,0,0,10,0,2,2
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B142-005].txt,5779,17-10-24 14:52,0,0,1,0,7,1
710330 Issue 3 — HCO Bulletin — Add to HCOB 8 Jan 71 - Auditing CS-1  [B142-024].txt,487,17-10-24 14:52,1,0,7,0,4,2
710331 — HCO Bulletin — Programming and Misprogramming  [B011-037].txt,2170,17-10-24 14:52,0,0,1,0,0,0
710331 — HCO Bulletin — Programming and Misprogramming  [B044-037].txt,2164,17-10-24 14:52,0,0,1,0,0,0
710331 — HCO Bulletin — Programming and Misprogramming  [B078-030].txt,2179,17-10-24 14:51,0,0,1,0,0,0
710331 — HCO Bulletin — Programming and Misprogramming  [B142-025].txt,2145,17-10-24 14:52,0,0,1,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B011-038].txt,5104,17-10-24 14:51,0,0,0,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B044-038].txt,5018,17-10-24 14:52,0,0,0,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B053-002].txt,5272,17-10-24 14:52,0,0,0,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B053-003].txt,5287,17-10-24 14:52,0,0,0,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B078-031].txt,5028,17-10-24 14:51,0,0,0,0,0,0
710404 — HCO Bulletin — Use of Quad Dianetics  [B142-026].txt,4999,17-10-24 14:51,0,0,0,0,0,0
710404-1R — HCO Bulletin — Use of Quad Dianetics  [B053-013].txt,5576,17-10-24 14:51,0,0,0,0,0,0
710404-1R — HCO Bulletin — Use of Quad Dianetics  [B053-014].txt,5612,17-10-24 14:51,0,0,0,0,0,0
710404RA — HCO Bulletin — Use of Dianetics  [B052-010].txt,4383,17-10-24 14:52,0,0,0,0,0,0
710405 Issue 2 — HCO Bulletin — Summary of How to Write an Auditor's Report and Worksheets for HQS Co-Audit  [B011-040].txt,2621,17-10-24 14:51,0,0,0,0,7,1
710405 Issue 2 — HCO Bulletin — Summary of How to Write an Auditor's Report and Worksheets for HQS Co-Audit  [B044-040].txt,2603,17-10-24 14:51,0,0,0,0,7,1
710405 Issue 2R — HCO Bulletin — Summary of How to Write an Auditor's Report and Worksheets for HQS Co-Audit  [B052-052].txt,2779,17-10-24 14:51,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B011-039].txt,7122,17-10-24 14:52,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B044-039].txt,7208,17-10-24 14:52,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B053-006].txt,7381,17-10-24 14:52,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B078-032].txt,7149,17-10-24 14:51,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-007].txt,7377,17-10-24 14:52,0,0,1,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-010].txt,7363,17-10-24 14:51,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-011].txt,7225,17-10-24 14:52,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B130-012].txt,7225,17-10-24 14:51,0,0,0,0,0,0
710405 — HCO Bulletin — Triple and Quad Reruns  [B142-027].txt,7092,17-10-24 14:51,0,0,0,0,0,0
710405RA — HCO Bulletin — Triple Reruns  [B130-008].txt,6731,17-10-24 14:51,0,0,0,0,0,0
710405RA — HCO Bulletin — Triple Reruns  [B130-009].txt,6799,17-10-24 14:51,0,0,0,0,0,0
710406 — HCO Bulletin — Non-FN Cases  [B011-041].txt,6242,17-10-24 14:52,0,0,0,0,0,0
710406 — HCO Bulletin — Non-FN Cases  [B044-041].txt,6237,17-10-24 14:51,0,0,0,0,0,0
710406 — HCO Bulletin — Non-FN Cases  [B078-033].txt,6188,17-10-24 14:52,0,0,0,0,0,0
710406 — HCO Bulletin — Non-FN Cases  [B142-028].txt,6175,17-10-24 14:51,0,0,0,0,0,0
710411 — HCO Bulletin — L3B - Dianetics and Ext RD Repair List  [B011-042].txt,8189,17-10-24 14:51,0,0,0,0,0,0
710411 — HCO Bulletin — L3B - Dianetics and Ext RD Repair List  [B044-042].txt,8164,17-10-24 14:52,0,0,0,0,0,0
710411 — HCO Bulletin — L3B - Dianetics and Ext RD Repair List  [B142-029].txt,8168,17-10-24 14:51,0,0,0,0,0,0
710411 — HCO Bulletin — L3RD - Dianetics and Int RD Repair List  [B014-014].txt,7166,17-10-24 14:52,0,0,1,0,0,0
710411R — HCO Bulletin — L3RC - Dianetics and Ext RD Repair List  [B014-008].txt,8641,17-10-24 14:51,0,0,0,0,0,0
710411R — HCO Bulletin — L3RC - Dianetics and Ext RD Repair List  [B052-005].txt,8746,17-10-24 14:51,0,0,0,0,0,0
710411RA — HCO Bulletin — L3RD - Dianetics and Int RD Repair List  [B165-021].txt,7191,17-10-24 14:51,0,0,1,0,0,0
710411RB — HCO Bulletin — L3RE - Dianetics and Int RD Repair List  [B165-020].txt,11878,17-10-24 14:51,0,0,0,0,0,0
710411RC — HCO Bulletin — L3RF - Dianetics and Int RD Repair List  [B165-019].txt,13013,17-10-24 14:51,0,0,1,0,0,0
710411RD — HCO Bulletin — L3RG - Dianetics and Int RD Repair List  [B055-019].txt,13172,17-10-24 14:52,0,0,0,0,0,0
710411RD — HCO Bulletin — L3RG - Dianetics and Int RD Repair List  [B082-004].txt,13038,17-10-24 14:52,0,0,0,0,0,0
710411RD — HCO Bulletin — L4RG - Dianetics and int RD Repair List  [B058-008].txt,13158,17-10-24 14:51,0,0,1,0,0,0
710411RE — HCO Bulletin — L3RH - Dianetics and Int RD Repair List  [B079-002].txt,14025,17-10-24 14:52,0,0,1,0,0,0
710411RE — HCO Bulletin — L3RH - Dianetics and Int RD Repair List  [B130-013].txt,14241,17-10-24 14:51,0,0,1,0,0,0
710412 — HCO Bulletin — Exteriorization Errors  [B011-043].txt,5391,17-10-24 14:51,0,0,0,0,0,0
710412 — HCO Bulletin — Exteriorization Errors  [B044-043].txt,5410,17-10-24 14:51,0,0,0,0,0,0
710412 — HCO Bulletin — Exteriorization Errors  [B078-034].txt,5201,17-10-24 14:52,0,0,1,0,0,0
710412 — HCO Bulletin — Exteriorization Errors  [B142-030].txt,5467,17-10-24 14:52,0,0,1,0,0,0
710417 — HCO Bulletin — HGC Morale and Auditor Competence - Touch Checkouts and Drilling on Tech Materials  [B011-045].txt,4052,17-10-24 14:51,0,0,0,0,0,0
710417 — HCO Bulletin — HGC Morale and Auditor Competence - Touch Checkouts and Drilling on Tech Materials  [B044-045].txt,4016,17-10-24 14:52,0,0,0,0,0,0
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B011-046].txt,11040,17-10-24 14:51,0,0,1,0,0,0
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B044-046].txt,11104,17-10-24 14:52,0,0,0,0,0,0
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B053-005].txt,11370,17-10-24 14:51,0,0,1,0,0,0
710421 — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B078-035].txt,10964,17-10-24 14:51,0,0,1,0,0,0
710421-1R — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B053-015].txt,11530,17-10-24 14:52,0,0,1,0,0,0
710421-1R — HCO Bulletin — Quadruple Dianetics - Dangers Of  [B053-016].txt,11542,17-10-24 14:52,0,0,1,0,0,0
710421RA — HCO Bulletin — Dianetics  [B052-014].txt,10048,17-10-24 14:52,0,0,1,0,0,0
710421RA — HCO Bulletin — Dianetics - Getting in All Flows  [B012-112].txt,12232,17-10-24 14:51,0,0,0,0,0,0
710421RA — HCO Bulletin — Dianetics - Getting in All Flows  [B049-048].txt,12213,17-10-24 14:51,0,0,1,0,0,0
710421RB — HCO Bulletin — Dianetics  [B052-040].txt,10465,17-10-24 14:51,0,0,1,0,0,0
710422 — HCO Bulletin — Cramming  [B011-047].txt,15740,17-10-24 14:52,0,0,1,0,0,0
710422 — HCO Bulletin — Cramming  [B011-260].txt,15627,17-10-24 14:51,0,0,0,0,0,0
710422 — HCO Bulletin — Cramming  [B044-047].txt,15711,17-10-24 14:51,0,0,1,0,0,0
710422 — HCO Bulletin — Cramming  [B047-034].txt,15670,17-10-24 14:51,0,0,0,0,0,0
"710425 — HCO Bulletin — Dianetic Case Supervisor's Index, The  [B011-048].txt",9806,17-10-24 14:51,0,0,1,0,0,0
"710425 — HCO Bulletin — Dianetic Case Supervisor's Index, The  [B044-048].txt",9882,17-10-24 14:51,0,0,1,0,0,0
"710425 — HCO Bulletin — Dianetic Case Supervisor's Index, The  [B080-007].txt",9871,17-10-24 14:51,0,0,0,0,0,0
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B011-050].txt,3410,17-10-24 14:51,0,0,0,0,0,0
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B044-050].txt,3372,17-10-24 14:52,0,0,0,0,0,0
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B142-031].txt,3516,17-10-24 14:52,0,0,0,0,0,0
710426 Issue 1 — HCO Bulletin — TRs and Cognitions  [B142-032].txt,3370,17-10-24 14:52,0,0,0,0,0,0
710426 Issue 2 — HCO Bulletin — Solo Cognitions  [B044-051].txt,1941,17-10-24 14:52,0,0,1,0,0,0
"710427 — HCO Bulletin — Education, Definition Of  [B011-051].txt",2273,17-10-24 14:52,0,0,1,0,1,0
"710427 — HCO Bulletin — Education, Definition Of  [B044-052].txt",2265,17-10-24 14:52,0,0,2,0,7,1
"710427 — HCO Bulletin — Education, Definition Of  [B077-005].txt",2251,17-10-24 14:52,0,0,2,0,1,0
"710427 — HCO Bulletin — Education, Definition Of  [B142-033].txt",2264,17-10-24 14:52,0,0,3,0,2,1
710428 — HCO Bulletin — Okays to Audit in HGCs  [B011-052].txt,5039,17-10-24 14:51,0,0,0,0,0,0
710428 — HCO Bulletin — Okays to Audit in HGCs  [B044-053].txt,5040,17-10-24 14:51,0,0,0,0,0,0
710430 — HCO Bulletin — Auditing Comm Cycle  [B011-053].txt,1431,17-10-24 14:51,0,0,1,0,0,0
710430 — HCO Bulletin — Auditing Comm Cycle  [B044-054].txt,1417,17-10-24 14:51,0,0,1,0,1,0
710430 — HCO Bulletin — Auditing Comm Cycle  [B077-006].txt,1433,17-10-24 14:52,0,0,1,0,0,0
710513 — HCO Bulletin — Student Grasp of Materials  [B011-054].txt,3742,17-10-24 14:52,0,0,0,0,0,0
710513 — HCO Bulletin — Student Grasp of Materials  [B044-055].txt,3675,17-10-24 14:52,0,0,0,0,0,0
710513 — HCO Bulletin — Student Grasp of Materials  [B142-034].txt,3764,17-10-24 14:51,0,0,1,0,0,0
710519 — HCO Bulletin — High TAs are Overruns + Int RD Handling  [B078-036].txt,6206,17-10-24 14:51,0,0,0,0,0,0
710521 — HCO Bulletin — TA Rising while Listing O-R List  [B078-037].txt,5002,17-10-24 14:51,0,0,0,0,0,0
710522 — HCO Bulletin — TR-8 Clarification  [B011-055].txt,1452,17-10-24 14:52,0,0,1,0,0,0
710522 — HCO Bulletin — TR-8 Clarification  [B044-056].txt,1454,17-10-24 14:52,0,0,1,0,0,0
710522 — HCO Bulletin — TR-8 Clarification  [B124-007].txt,1446,17-10-24 14:51,0,0,1,0,0,0
"710523 Issue 01 — HCO Bulletin — Magic of the Communication Cycle, The  [B011-056].txt",3936,17-10-24 14:52,0,0,0,0,14,2
"710523 Issue 01 — HCO Bulletin — Magic of the Communication Cycle, The  [B044-057].txt",3980,17-10-24 14:52,0,0,1,0,1,0
"710523 Issue 01R — HCO Bulletin — Magic of the Communication Cycle, The  [B052-071].txt",4411,17-10-24 14:52,0,0,0,0,0,0
"710523 Issue 01R — HCO Bulletin — Magic of the Communication Cycle, The  [B130-014].txt",4436,17-10-24 14:52,0,0,0,0,0,0
"710523 Issue 02 — HCO Bulletin — Two Parts of Auditing, The  [B011-057].txt",10194,17-10-24 14:52,0,0,0,0,4,0
"710523 Issue 02 — HCO Bulletin — Two Parts of Auditing, The  [B044-058].txt",10136,17-10-24 14:52,0,0,0,0,0,0
"710523 Issue 02R — HCO Bulletin — Two Parts of Auditing, The  [B052-074].txt",10232,17-10-24 14:51,0,0,1,0,1,0
"710523 Issue 03 — HCO Bulletin — Three Important Communication Lines, The  [B011-058].txt",1921,17-10-24 14:51,0,0,1,0,0,0
"710523 Issue 03 — HCO Bulletin — Three Important Communication Lines, The  [B044-059].txt",1910,17-10-24 14:51,0,0,1,0,0,0
"710523 Issue 03 — HCO Bulletin — Three Important Communication Lines, The  [B052-070].txt",2076,17-10-24 14:51,0,0,1,0,0,0
710523 Issue 04 — HCO Bulletin — Communication Cycles within the Auditing Cycle  [B011-059].txt,8369,17-10-24 14:52,0,0,0,0,1,0
710523 Issue 04 — HCO Bulletin — Communication Cycles within the Auditing Cycle  [B044-060].txt,8255,17-10-24 14:51,0,0,0,0,0,0
710523 Issue 04R — HCO Bulletin — Communication Cycles within the Auditing Cycle  [B052-072].txt,11145,17-10-24 14:51,0,0,0,0,0,0
"710523 Issue 05 — HCO Bulletin — Communication Cycle in Auditing, The  [B011-060].txt",3593,17-10-24 14:52,0,0,1,0,0,0
"710523 Issue 05 — HCO Bulletin — Communication Cycle in Auditing, The  [B044-061].txt",3557,17-10-24 14:52,0,0,0,0,0,0
"710523 Issue 05R — HCO Bulletin — Communication Cycle in Auditing, The  [B052-066].txt",3700,17-10-24 14:51,0,0,0,0,0,0
